Sample Name, Varga_5_4_Klyst36G
Freq displayed, 3.568, GHz, Power, 21, mV
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
2.693363E+1,1.598000E+2,-1.671920E-5,-1.698740E-6,1.680528E-5,-1.741984E+2
2.713264E+1,1.637000E+2,-1.713650E-5,-1.490120E-6,1.720117E-5,-1.750303E+2
2.733264E+1,1.671000E+2,-1.820930E-5,-8.344690E-7,1.822841E-5,-1.773762E+2
2.753360E+1,1.773000E+2,-1.913320E-5,2.086170E-7,1.913434E-5,1.793753E+2
2.773259E+1,1.800000E+2,-1.913320E-5,3.874320E-7,1.913712E-5,1.788400E+2
2.793263E+1,1.902000E+2,-1.811990E-5,2.086170E-7,1.812110E-5,1.793404E+2
2.813263E+1,1.933000E+2,-1.710660E-5,1.192100E-7,1.710702E-5,1.796007E+2
2.833364E+1,1.974000E+2,-1.645100E-5,1.788150E-7,1.645197E-5,1.793772E+2
2.853263E+1,2.068000E+2,-1.606360E-5,-7.450620E-7,1.608087E-5,-1.773444E+2
2.873364E+1,2.102000E+2,-1.651060E-5,-7.450620E-7,1.652740E-5,-1.774162E+2
2.893264E+1,2.190000E+2,-1.552710E-5,-1.192100E-7,1.552756E-5,-1.795601E+2
2.913266E+1,2.228000E+2,-1.525890E-5,5.960510E-8,1.525902E-5,1.797762E+2
2.933365E+1,2.285000E+2,-1.510980E-5,6.556550E-7,1.512402E-5,1.775153E+2
2.953368E+1,2.358000E+2,-1.487140E-5,-1.788150E-7,1.487248E-5,-1.793111E+2
2.973263E+1,2.410000E+2,-1.454360E-5,-5.066430E-7,1.455242E-5,-1.780048E+2
2.993262E+1,2.482000E+2,-1.519920E-5,-2.384200E-7,1.520107E-5,-1.791013E+2
3.013266E+1,2.535000E+2,-1.627220E-5,2.086170E-7,1.627354E-5,1.792655E+2
3.033260E+1,2.608000E+2,-1.749410E-5,-1.490130E-7,1.749473E-5,-1.795120E+2
3.053269E+1,2.657000E+2,-1.686820E-5,-8.046660E-7,1.688738E-5,-1.772689E+2
3.073262E+1,2.734000E+2,-1.439460E-5,-1.758340E-6,1.450160E-5,-1.730357E+2
3.093263E+1,2.778000E+2,-1.344090E-5,-1.192100E-6,1.349366E-5,-1.749316E+2
3.113264E+1,2.859000E+2,-1.135470E-5,-1.311310E-6,1.143017E-5,-1.734123E+2
3.133263E+1,2.910000E+2,-1.096730E-5,-6.556550E-7,1.098688E-5,-1.765788E+2
3.153263E+1,2.939000E+2,-1.117590E-5,-5.960510E-8,1.117606E-5,-1.796944E+2
3.173263E+1,3.027000E+2,-1.153360E-5,-6.854570E-7,1.155395E-5,-1.765988E+2
3.193263E+1,3.104000E+2,-1.069910E-5,-9.238760E-7,1.073891E-5,-1.750647E+2
3.213263E+1,3.144000E+2,-9.864630E-6,-2.682230E-7,9.868276E-6,-1.784425E+2
3.233363E+1,3.225000E+2,-9.357990E-6,1.549730E-6,9.485444E-6,1.705969E+2
3.253263E+1,3.259000E+2,-9.596410E-6,1.221900E-6,9.673889E-6,1.727436E+2
3.273262E+1,3.294000E+2,-9.954030E-6,8.940730E-7,9.994102E-6,1.748675E+2
3.293263E+1,3.376000E+2,-9.685810E-6,5.960500E-7,9.704133E-6,1.764785E+2
3.313367E+1,3.423000E+2,-9.924230E-6,-2.384200E-7,9.927093E-6,-1.786238E+2
3.333263E+1,3.512000E+2,-9.834820E-6,-8.344690E-7,9.870158E-6,-1.751502E+2
3.353263E+1,3.547000E+2,-1.052030E-5,-3.874320E-7,1.052743E-5,-1.778909E+2
3.373264E+1,3.601000E+2,-1.090770E-5,-7.152590E-7,1.093113E-5,-1.762483E+2
3.393259E+1,3.683000E+2,-1.072890E-5,-9.536820E-7,1.077120E-5,-1.749204E+2
3.413269E+1,3.733000E+2,-1.063950E-5,-9.238760E-7,1.067954E-5,-1.750372E+2
3.433259E+1,3.808000E+2,-8.642730E-6,-2.086170E-7,8.645247E-6,-1.786173E+2
3.453259E+1,3.858000E+2,-8.583130E-6,6.556550E-7,8.608136E-6,1.756317E+2
3.473261E+1,3.911000E+2,-8.583130E-6,7.748640E-7,8.618035E-6,1.748415E+2
3.493259E+1,3.985000E+2,-8.136090E-6,1.162300E-6,8.218692E-6,1.718699E+2
3.513370E+1,4.032000E+2,-7.063180E-6,1.817950E-6,7.293384E-6,1.655663E+2
3.533264E+1,4.111000E+2,-5.275040E-6,9.834840E-7,5.365938E-6,1.694390E+2
3.553263E+1,4.162000E+2,-4.529980E-6,2.384200E-7,4.536250E-6,1.769872E+2
3.573363E+1,4.235000E+2,-6.049900E-6,-1.609330E-6,6.260290E-6,-1.651038E+2
3.593263E+1,4.283000E+2,-6.824760E-6,-1.817950E-6,7.062740E-6,-1.650842E+2
